fight_url,fighter_1_url,fighter_2_url,event_url,weight_class,method,method_type,round,time,time_seconds,total_fight_time_seconds,winner
1c62a7444808d97f,b1e5bcaad32a3cac,68d35296f566792b,39f62b833e4cf126,Women's Bantamweight,KO/TKO,Knockout or Technical Knockout,1,2:46,166,166,b1e5bcaad32a3cac
a8f8245096eaf0cd,f1ab6f37492c630a,c3d2b9bcb4cead6b,39f62b833e4cf126,Women's Flyweight,KO/TKO,Knockout or Technical Knockout,1,1:40,100,100,f1ab6f37492c630a
9e05fe95a4fc63bc,d802174b0c0c1f4e,e5549c82bfb5582d,ca936c67687789e9,Light Heavyweight,U-DEC,Unanimous Decision,5,5:00,300,1500,d802174b0c0c1f4e
a2f31cf3a28a7730,9e8f6c728eb01124,c814b4c899793af6,ca936c67687789e9,Lightweight,U-DEC,Unanimous Decision,3,5:00,300,900,9e8f6c728eb01124
a3cd6a65aaa9f104,e4a47b07044ddd72,4d8fa64202cee4c1,ca936c67687789e9,Lightweight,SUB,Submission,1,2:29,149,149,e4a47b07044ddd72
79f1c9f97d83ec83,3df5493bb279226f,abcf2cc6efc42031,ca936c67687789e9,Women's Strawweight,U-DEC,Unanimous Decision,3,5:00,300,900,3df5493bb279226f
231968c02cdfe65e,9c393e836a852f30,887961364be5ceb3,ca936c67687789e9,Lightweight,KO/TKO,Knockout or Technical Knockout,1,2:07,127,127,9c393e836a852f30
af3e43049bc86fe9,17e97649403ba428,2f43a3e82661fa99,ca936c67687789e9,Flyweight,U-DEC,Unanimous Decision,3,5:00,300,900,17e97649403ba428
e61cb905f6152183,1e719d4b676dc19a,369ea36e450ae62a,ca936c67687789e9,Middleweight,SUB,Submission,2,4:27,267,567,1e719d4b676dc19a
cab4937435d081d0,28d421729451c8ca,cdb96af67d096b1e,ca936c67687789e9,Welterweight,KO/TKO,Knockout or Technical Knockout,1,4:16,256,256,28d421729451c8ca
19fe7177254802d1,480779d7f9a424d3,5d495dec23d7c68e,ca936c67687789e9,Featherweight,S-DEC,Split Decision,3,5:00,300,900,480779d7f9a424d3
96c2f85b46e98e91,6967153c7edb4d87,312f7d7b2b2f7de4,ca936c67687789e9,Middleweight,U-DEC,Unanimous Decision,3,5:00,300,900,6967153c7edb4d87
9d8a37f130db13e5,5d1b7e3dd9e11074,8d3273573b85be09,9766ed20b68c7c33,Flyweight,KO/TKO,Knockout or Technical Knockout,3,2:16,136,736,5d1b7e3dd9e11074
6bdf0756fb57aced,f14f644d41ade29f,d0e1b42d41dab603,9766ed20b68c7c33,Middleweight,KO/TKO,Knockout or Technical Knockout,1,4:45,285,285,f14f644d41ade29f
061990783b9bdb36,b7b84ccd221be298,323d4ca260dfa0ba,9766ed20b68c7c33,Lightweight,S-DEC,Split Decision,3,5:00,300,900,b7b84ccd221be298
0dfdc94c1da32e20,41cc71cbf210e0fe,e1d40e8782d80bc2,9766ed20b68c7c33,Featherweight,S-DEC,Split Decision,3,5:00,300,900,41cc71cbf210e0fe
d6c3b730dc9f21a5,8b6e5dc2ba1edbe7,b7c5eb7cdbac6a63,9766ed20b68c7c33,Welterweight,KO/TKO,Knockout or Technical Knockout,1,3:10,190,190,8b6e5dc2ba1edbe7
a857acedb53ee959,39d309957c5c210d,be9bdec19b7e9ffe,9766ed20b68c7c33,Heavyweight,KO/TKO,Knockout or Technical Knockout,2,0:39,39,339,39d309957c5c210d
dd1df7f5a54fd9fc,e0c6edcb5b5d0b90,1ae8f3c723aacff4,9766ed20b68c7c33,Featherweight,U-DEC,Unanimous Decision,3,5:00,300,900,e0c6edcb5b5d0b90
1de799f17556b501,d964a59c48381cb6,710f0f8c5d5c9d41,9766ed20b68c7c33,Featherweight,S-DEC,Split Decision,3,5:00,300,900,d964a59c48381cb6
1ada4b9ee5810e0f,6fd953151d981979,05fa626cb33d15b8,9766ed20b68c7c33,Women's Flyweight,U-DEC,Unanimous Decision,3,5:00,300,900,6fd953151d981979
206b8c14546d71f1,7d0a1968b38ca439,814e5233e2acf2ee,9766ed20b68c7c33,Flyweight,U-DEC,Unanimous Decision,3,5:00,300,900,7d0a1968b38ca439
b959e2c1d16ff832,efb96bf3e9ada36f,056c493bbd76a918,c50ea21fe9ef478d,Bantamweight,U-DEC,Unanimous Decision,3,5:00,300,900,efb96bf3e9ada36f
0cdca4c22b8d3ab5,093e1f5bb73850be,2f181c0467965b98,c50ea21fe9ef478d,Middleweight,U-DEC,Unanimous Decision,3,5:00,300,900,093e1f5bb73850be
19c8092496e94b85,05339613bf8e9808,ffd3224638c01b57,c50ea21fe9ef478d,Catch Weight,S-DEC,Split Decision,3,5:00,300,900,05339613bf8e9808
8ef7723b6a8b45e1,52ef95b5860fb28c,a52bc1e62cf0b7c6,c50ea21fe9ef478d,Featherweight,KO/TKO,Knockout or Technical Knockout,1,4:15,255,255,52ef95b5860fb28c
c0d8a231d2f1d1af,a495f599e787614f,6add18754930182b,c50ea21fe9ef478d,Light Heavyweight,S-DEC,Split Decision,3,5:00,300,900,a495f599e787614f
08763e87e10b9709,cd13728ae1151f46,6e8f1bcdda94ff45,c50ea21fe9ef478d,Light Heavyweight,SUB,Submission,1,2:51,171,171,cd13728ae1151f46
3ded9bfdfb75f39b,20bccc9bb4ceb23e,8fd808923cffff82,c50ea21fe9ef478d,Featherweight,SUB,Submission,1,4:30,270,270,20bccc9bb4ceb23e
e011819e721c4a2a,841695e02c99a521,7eaa5e31c2dd86aa,c50ea21fe9ef478d,Middleweight,KO/TKO,Knockout or Technical Knockout,2,3:24,204,504,841695e02c99a521
bc6d70ab959dce70,5987b2458f4b5290,bbab3baf66128ae2,c50ea21fe9ef478d,Bantamweight,KO/TKO,Knockout or Technical Knockout,1,3:58,238,238,5987b2458f4b5290
615f7f894bafad82,32c3ee378671a5d9,0f1efce7d2571d10,c50ea21fe9ef478d,Catch Weight,KO/TKO,Knockout or Technical Knockout,2,4:13,253,553,32c3ee378671a5d9
e9dfc2f009a77a8d,49d2a08964c5eb11,9508cc6184cb2450,c50ea21fe9ef478d,Middleweight,KO/TKO,Knockout or Technical Knockout,2,0:33,33,333,49d2a08964c5eb11
b6475543ab6d20c9,476fe566d2df676e,09a4447655fd4b7b,c50ea21fe9ef478d,Light Heavyweight,KO/TKO,Knockout or Technical Knockout,1,2:12,132,132,476fe566d2df676e
365e2d891b98b86d,13a0275fa13c4d26,d1c65d2cf2925ddd,ce7871949b0ed2bf,Middleweight,KO/TKO,Knockout or Technical Knockout,4,0:21,21,921,13a0275fa13c4d26
68913a422f548ccc,52c2ae6d2f2d2613,751de04455cfaac0,ce7871949b0ed2bf,Featherweight,U-DEC,Unanimous Decision,3,5:00,300,900,52c2ae6d2f2d2613
f5386c98fea7f5d4,4144798612ef96e5,a817e238b2747404,ce7871949b0ed2bf,Middleweight,KO/TKO,Knockout or Technical Knockout,1,1:35,95,95,4144798612ef96e5
ce1436a9b58902a7,ff62013d2fce6d13,eb393afdbe3293d5,ce7871949b0ed2bf,Lightweight,KO/TKO,Knockout or Technical Knockout,1,5:00,300,300,ff62013d2fce6d13
875b249ebe45a66b,5f61780fe5e9b6d0,260e9e0d4954aea6,ce7871949b0ed2bf,Middleweight,U-DEC,Unanimous Decision,3,5:00,300,900,5f61780fe5e9b6d0
2a493f15e079a7ff,7d6ceff6747f2de2,36e78278a77006d4,ce7871949b0ed2bf,Featherweight,KO/TKO,Knockout or Technical Knockout,1,2:58,178,178,7d6ceff6747f2de2
f4817d5cbe9be532,f0feeb2192937424,8bd4200561c77a62,ce7871949b0ed2bf,Women's Strawweight,S-DEC,Split Decision,3,5:00,300,900,f0feeb2192937424
2ae33fce63a75df9,83455a9d17f57dae,c051c2e12d692b8a,ce7871949b0ed2bf,Flyweight,U-DEC,Unanimous Decision,3,5:00,300,900,83455a9d17f57dae
7b9f169016746f81,01641ba5df0c69b0,2558ae2e5671e318,ce7871949b0ed2bf,Welterweight,SUB,Submission,2,4:58,298,598,01641ba5df0c69b0
07b357090cc91c2c,7478b7f959ba61f5,37098a6e6c27fb66,ce7871949b0ed2bf,Bantamweight,U-DEC,Unanimous Decision,3,5:00,300,900,7478b7f959ba61f5
3b2a24db4eeaeede,f5779a2303ed76ec,1a9480fc288e55d7,ce7871949b0ed2bf,Heavyweight,SUB,Submission,1,1:17,77,77,f5779a2303ed76ec
58668a0736602842,e3964ece586e0635,86d9dbe1bfcbade7,ce7871949b0ed2bf,Women's Bantamweight,U-DEC,Unanimous Decision,3,5:00,300,900,e3964ece586e0635
d13849f49f99bf01,0d7b51c9d2649a6e,0d8011111be000b2,e6015889f50075d2,Middleweight,U-DEC,Unanimous Decision,5,5:00,300,1500,0d7b51c9d2649a6e
03c2a836d033be8f,1ebe20ebbfa15e29,b08012bbe542592a,e6015889f50075d2,Women's Strawweight,U-DEC,Unanimous Decision,5,5:00,300,1500,1ebe20ebbfa15e29
8435f90fbd50c7a5,17923f676f100e16,e13abac8089a801a,e6015889f50075d2,Heavyweight,KO/TKO,Knockout or Technical Knockout,1,0:35,35,35,17923f676f100e16
de85ef2fd4769070,70e1f8a821b72c8b,69898645d600abdb,e6015889f50075d2,Light Heavyweight,M-DEC,Majority Decision,3,5:00,300,900,DRAW
4ce53d8a26693f06,a845f0735bc67405,3920d0cc288f9b0d,e6015889f50075d2,Welterweight,U-DEC,Unanimous Decision,3,5:00,300,900,a845f0735bc67405
c35a53be30bfd066,f2f140ce7532e327,a9da3158dd2c2b5a,e6015889f50075d2,Featherweight,SUB,Submission,3,2:06,126,726,f2f140ce7532e327
64641156360b1b81,6c3b2525436cf5d4,19c591115a58982c,e6015889f50075d2,Lightweight,U-DEC,Unanimous Decision,3,5:00,300,900,6c3b2525436cf5d4
946cae1beed2baec,2997e7fe3c9d3d4a,7138a15258dabf20,e6015889f50075d2,Women's Flyweight,U-DEC,Unanimous Decision,3,5:00,300,900,2997e7fe3c9d3d4a
c7fadbdfdc14c282,4a6dff1b260bcf61,ed7d329d7c29428d,e6015889f50075d2,Bantamweight,U-DEC,Unanimous Decision,3,5:00,300,900,4a6dff1b260bcf61
1f70a4516a70abf2,a13d755965a4ec9f,aebaa8cec15b083d,e6015889f50075d2,Lightweight,U-DEC,Unanimous Decision,3,5:00,300,900,a13d755965a4ec9f
8bc8bb0021337de7,f782f953bfe7b5f2,dda15dbfafb792df,e6015889f50075d2,Welterweight,U-DEC,Unanimous Decision,3,5:00,300,900,f782f953bfe7b5f2
4218d1d1ce6d322c,17734443a833cdf7,a72a2a769fa5a2be,e6015889f50075d2,Lightweight,KO/TKO,Knockout or Technical Knockout,1,0:19,19,19,17734443a833cdf7
85e79748b75eb30e,881bf86d4cba8578,1338e2c7480bdf9e,80dbeb1dd5b53e64,Middleweight,KO/TKO,Knockout or Technical Knockout,2,0:30,30,330,881bf86d4cba8578
426e7a3de68117b0,a67d071163962af8,06734ca9d88dec3a,80dbeb1dd5b53e64,Middleweight,U-DEC,Unanimous Decision,3,5:00,300,900,a67d071163962af8
3c00f34f20c8a189,f14cf73e51b29254,2cd428e9606856fd,80dbeb1dd5b53e64,Heavyweight,U-DEC,Unanimous Decision,3,5:00,300,900,f14cf73e51b29254
70b8dca3addcf4de,18d01f7f8338ae72,0fd5f4b838e890cc,80dbeb1dd5b53e64,Bantamweight,U-DEC,Unanimous Decision,3,5:00,300,900,18d01f7f8338ae72
775788423f5eeb99,1e4f273069fb9e85,fb3e61720be4690c,80dbeb1dd5b53e64,Lightweight,U-DEC,Unanimous Decision,3,5:00,300,900,1e4f273069fb9e85
940f586104bf8bc8,8d11d9c13e2ccdf7,7facc9c45d792985,80dbeb1dd5b53e64,Featherweight,U-DEC,Unanimous Decision,3,5:00,300,900,8d11d9c13e2ccdf7
43bbaf06603b0f0c,6747ccd6d1acd266,764d39074a352e33,80dbeb1dd5b53e64,Heavyweight,KO/TKO,Knockout or Technical Knockout,1,3:12,192,192,6747ccd6d1acd266
e97e71a593e4c28d,809bd1a871491508,38c626ca912c7bac,80dbeb1dd5b53e64,Lightweight,KO/TKO,Knockout or Technical Knockout,1,2:01,121,121,809bd1a871491508
91bf33ada75d6061,a9e260472d321361,cc8c623cca88f54f,80dbeb1dd5b53e64,Women's Flyweight,U-DEC,Unanimous Decision,3,5:00,300,900,a9e260472d321361
750257171ad29a2c,fb37795db81f93f3,11583163f45c7b31,80dbeb1dd5b53e64,Featherweight,KO/TKO,Knockout or Technical Knockout,2,4:22,262,562,fb37795db81f93f3
984ce1062186f3ce,3329d692aea4dc28,f41b9f5efc7162d6,80dbeb1dd5b53e64,Heavyweight,S-DEC,Split Decision,3,5:00,300,900,3329d692aea4dc28
daef1691c7d6b1e4,275aca31f61ba28c,b6452706b373eea1,39f68882def7a507,Lightweight,SUB,Submission,1,4:05,245,245,275aca31f61ba28c
f39941b3743bf18c,c03520b5c88ed6b4,2b6fc1c02736833d,39f68882def7a507,Bantamweight,U-DEC,Unanimous Decision,5,5:00,300,1500,c03520b5c88ed6b4
959fea398ffa5778,009341ed974bad72,5444c5a201d3ee5a,39f68882def7a507,Light Heavyweight,KO/TKO,Knockout or Technical Knockout,3,3:01,181,781,009341ed974bad72
54d48b33e7240452,41e83a89929d1327,e2f6b2769aaedd6c,39f68882def7a507,Heavyweight,KO/TKO,Knockout or Technical Knockout,1,4:53,293,293,41e83a89929d1327
69d63c057aebffaf,d549cefc7c54ab78,3a46b268013afede,39f68882def7a507,Middleweight,SUB,Submission,1,3:31,211,211,d549cefc7c54ab78
d14f98b24691d082,b9f28e7045fdfce7,6e743a33d56bdaa4,39f68882def7a507,Bantamweight,U-DEC,Unanimous Decision,3,5:00,300,900,b9f28e7045fdfce7
938081fae11dcbbf,3bc3f60b21cddc6a,23dec7c47cb418f8,39f68882def7a507,Middleweight,KO/TKO,Knockout or Technical Knockout,1,3:04,184,184,3bc3f60b21cddc6a
a6db8eb1fb3eebf2,ef5dcb10d2bd4b0f,07a74004d964c7f4,39f68882def7a507,Light Heavyweight,SUB,Submission,2,3:33,213,513,ef5dcb10d2bd4b0f
aa3fca085d476636,99bd51917728c25d,f53d4f21d1b5f2dc,39f68882def7a507,Lightweight,U-DEC,Unanimous Decision,3,5:00,300,900,99bd51917728c25d
340fcdcabc49f142,06e4245d16fc5315,351c4ec637380ad5,39f68882def7a507,Women's Bantamweight,U-DEC,Unanimous Decision,3,5:00,300,900,06e4245d16fc5315
e5e3d396a9b1c5ae,a54660deb6a8489c,d8c811df0386d5e8,39f68882def7a507,Bantamweight,U-DEC,Unanimous Decision,3,5:00,300,900,a54660deb6a8489c
95ba27bea09cd84e,b6c37948cb226e8c,cd3d7e37ff2d679c,39f68882def7a507,Bantamweight,U-DEC,Unanimous Decision,3,5:00,300,900,b6c37948cb226e8c
e294a1e5723011db,f00ac08ab056af5d,b62d5280966b2460,39f68882def7a507,Flyweight,U-DEC,Unanimous Decision,3,5:00,300,900,f00ac08ab056af5d
f46308108eb9261a,7447e9f28508106a,beecb672a279223e,81ddc98fceb30086,Women's Strawweight,SUB,Submission,3,4:56,296,896,7447e9f28508106a
ce4fc800a7456d18,6d1bffff14897645,a53d30163304aa6e,81ddc98fceb30086,Welterweight,KO/TKO,Knockout or Technical Knockout,3,3:13,193,793,6d1bffff14897645
a2a5809ed8a01b45,64d47ef881a437a4,eae431e70064e046,81ddc98fceb30086,Middleweight,KO/TKO,Knockout or Technical Knockout,1,4:16,256,256,64d47ef881a437a4
aa38e39397dbea72,9d83f6da776ff7d6,5442f1bc4b47eaf3,81ddc98fceb30086,Middleweight,KO/TKO,Knockout or Technical Knockout,3,4:59,299,899,9d83f6da776ff7d6
03c1865919daeaa4,5ec591b78349ba7e,d3f89fa685bd8420,81ddc98fceb30086,Featherweight,U-DEC,Unanimous Decision,3,5:00,300,900,5ec591b78349ba7e
32cc31b76b32ade1,64facb6cc564262d,681399317dbf4701,81ddc98fceb30086,Welterweight,KO/TKO,Knockout or Technical Knockout,1,0:31,31,31,64facb6cc564262d
8a3281b0d7c168af,53c10176e3bc7416,84f727cf0166d6f2,81ddc98fceb30086,Flyweight,SUB,Submission,1,2:04,124,124,53c10176e3bc7416
8d68863242695224,9384e71bca6c409d,260bd4cef10b033f,81ddc98fceb30086,Middleweight,KO/TKO,Knockout or Technical Knockout,1,3:04,184,184,9384e71bca6c409d
54fa6e32330a8cca,d945aae53e3e54e6,cfc3e7bb44685289,81ddc98fceb30086,Lightweight,U-DEC,Unanimous Decision,3,5:00,300,900,d945aae53e3e54e6
58eda5a58a89f739,85497ffd934ecf7e,9fe7af8b3fbe00a0,81ddc98fceb30086,Welterweight,KO/TKO,Knockout or Technical Knockout,1,1:13,73,73,85497ffd934ecf7e
b33e3a6d15700bb1,e4faa79383c9f214,fc0a4053eb8a3a59,81ddc98fceb30086,Women's Flyweight,S-DEC,Split Decision,3,5:00,300,900,e4faa79383c9f214
817cd15077a9419e,0abcf6bc47191219,6e344b71421103da,81ddc98fceb30086,Light Heavyweight,U-DEC,Unanimous Decision,3,5:00,300,900,0abcf6bc47191219
f01851055b8309e0,745fa7b605f8e2da,6c9b66b43663f2f7,81ddc98fceb30086,Women's Strawweight,KO/TKO,Knockout or Technical Knockout,2,4:27,267,567,745fa7b605f8e2da
192619174bd1ad77,ca28cdf526d6b6e9,af65aa688d13eedf,81ddc98fceb30086,Lightweight,U-DEC,Unanimous Decision,3,5:00,300,900,ca28cdf526d6b6e9
00c6a2ef07ca51da,b9437600497350f3,dc9572dd6ec74859,72c9c2eadfc3277e,Welterweight,KO/TKO,Knockout or Technical Knockout,3,4:42,282,882,b9437600497350f3
7521015554088962,d247691a6c0e9034,aa171d55d4b5208f,72c9c2eadfc3277e,Featherweight,KO/TKO,Knockout or Technical Knockout,3,1:36,96,696,d247691a6c0e9034
1a635a5e4551e7d5,5d1b7e3dd9e11074,294aa73dbf37d281,72c9c2eadfc3277e,Flyweight,KO/TKO,Knockout or Technical Knockout,3,1:57,117,717,5d1b7e3dd9e11074
7b1bc4ff776f12c1,e4277e87a789d687,71171fc96445bf65,72c9c2eadfc3277e,Light Heavyweight,KO/TKO,Knockout or Technical Knockout,3,3:44,224,824,e4277e87a789d687
5238f6470d0557fb,850266b3dc4e506e,0232cabbc30a2372,72c9c2eadfc3277e,Bantamweight,S-DEC,Split Decision,3,5:00,300,900,850266b3dc4e506e
2b6a75175bbca4e9,b4b496ec2197ee3e,3e8118c1ab52f211,72c9c2eadfc3277e,Light Heavyweight,U-DEC,Unanimous Decision,3,5:00,300,900,b4b496ec2197ee3e
9c24c03131d5b49a,511e82663651438d,ee18ff42063174df,72c9c2eadfc3277e,Lightweight,KO/TKO,Knockout or Technical Knockout,2,2:03,123,423,511e82663651438d
b0be38110c2d8b84,58bbef3770bb2dfc,7cbf7c78d3b34218,72c9c2eadfc3277e,Lightweight,KO/TKO,Knockout or Technical Knockout,1,2:48,168,168,58bbef3770bb2dfc
ebeeed2595266bbc,4682bc59d5f55145,d2f43cfaf8ca3560,72c9c2eadfc3277e,Featherweight,KO/TKO,Knockout or Technical Knockout,1,4:58,298,298,4682bc59d5f55145
cf258c17234d649e,9256f591b30c073e,46e0d677f91bacc0,72c9c2eadfc3277e,Featherweight,U-DEC,Unanimous Decision,3,5:00,300,900,9256f591b30c073e
e5f9d59d00fe3c73,f29a6350c69f4a33,5c637af9472ae7cc,72c9c2eadfc3277e,Women's Flyweight,U-DEC,Unanimous Decision,3,5:00,300,900,f29a6350c69f4a33
b40e4deb48658851,113df4fde64735c6,c5ccd878231c5407,72c9c2eadfc3277e,Bantamweight,U-DEC,Unanimous Decision,3,5:00,300,900,113df4fde64735c6
edf7ce89ad672e85,e375cb5caf4717b6,971dba22c622af12,72c9c2eadfc3277e,Women's Strawweight,U-DEC,Unanimous Decision,3,5:00,300,900,e375cb5caf4717b6
e761c5009c09b295,a0f0004aadf10b71,d33da8a3d82bdb62,ad23903ef3af7406,Flyweight,SUB,Submission,2,2:05,125,425,a0f0004aadf10b71
1569186ee820ea87,01afe0916a40c7c5,442c9011034ae1fd,ad23903ef3af7406,Welterweight,U-DEC,Unanimous Decision,5,5:00,300,1500,01afe0916a40c7c5
f706508c52f337a6,787bb1f087ccff8a,279566840aa55bf2,ad23903ef3af7406,Heavyweight,S-DEC,Split Decision,3,5:00,300,900,787bb1f087ccff8a
0292b9c31c0089ac,d9c6f19f958643e9,242d36d241b43c12,ad23903ef3af7406,Featherweight,KO/TKO,Knockout or Technical Knockout,3,0:39,39,639,d9c6f19f958643e9
089388c9f00ce9c6,e93b04e308913c2e,583ee11abddfc581,ad23903ef3af7406,Featherweight,KO/TKO,Knockout or Technical Knockout,3,3:21,201,801,e93b04e308913c2e
97caf8fca9d9603b,2e19380f34871c6a,d4c9dcd330403612,ad23903ef3af7406,Light Heavyweight,KO/TKO,Knockout or Technical Knockout,2,4:46,286,586,2e19380f34871c6a
4914f7bd073c6359,6d4b63c767106d3a,40f3cb27fc7305a1,ad23903ef3af7406,Welterweight,SUB,Submission,1,0:52,52,52,6d4b63c767106d3a
df30514e0674d598,76e2870ffafbe38f,cb696ebfb6598724,ad23903ef3af7406,Featherweight,U-DEC,Unanimous Decision,3,5:00,300,900,76e2870ffafbe38f
7c0d0a28a8fba102,f626118b6da0e020,c6aee362c7a7d482,ad23903ef3af7406,Welterweight,S-DEC,Split Decision,3,5:00,300,900,f626118b6da0e020
0f16d83859d608c7,cad24459b28592ca,3a8176e15b9887c1,ad23903ef3af7406,Catch Weight,KO/TKO,Knockout or Technical Knockout,2,4:51,291,591,cad24459b28592ca
d38029cf47e54cf7,17e97649403ba428,7f6ed67d3ed3c036,ad23903ef3af7406,Flyweight,U-DEC,Unanimous Decision,3,5:00,300,900,17e97649403ba428
a5c57b0f49e9f61c,c58f51dedb310998,b0d6a1d8ac3d563d,ad23903ef3af7406,Welterweight,SUB,Submission,3,1:56,116,716,c58f51dedb310998
72b12a837290b327,971246648e162f0d,c47df9303d318c67,ad23903ef3af7406,Lightweight,SUB,Submission,1,3:41,221,221,971246648e162f0d
eb94412f15c62650,8667caa0451d245b,0c25d0a5e8cdbf19,ad23903ef3af7406,Heavyweight,KO/TKO,Knockout or Technical Knockout,1,4:51,291,291,8667caa0451d245b
f53573316a4f349f,d661ce4da776fc20,aa72b0f831d0bfe5,e955046551f8c7dd,Bantamweight,U-DEC,Unanimous Decision,5,5:00,300,1500,d661ce4da776fc20
f0c4aff7dd1ec4e9,c41d426cc7326d1b,d25240135aee03e5,e955046551f8c7dd,Women's Strawweight,U-DEC,Unanimous Decision,3,5:00,300,900,c41d426cc7326d1b
bec57d7cce0e6257,447f9858ae78f921,32490e80ddab1e5a,e955046551f8c7dd,Welterweight,KO/TKO,Knockout or Technical Knockout,1,3:49,229,229,447f9858ae78f921
64d6d51219e0664c,a6eb54ae17a551be,2997e7fe3c9d3d4a,e955046551f8c7dd,Women's Flyweight,SUB,Submission,2,3:49,229,529,a6eb54ae17a551be
02ec66f311dce539,9014c02eff8b3d62,0845c81e37d3bcb3,e955046551f8c7dd,Light Heavyweight,U-DEC,Unanimous Decision,3,5:00,300,900,9014c02eff8b3d62
56d2c00dfd391fcf,8a65fd9ba31fd3f7,6967153c7edb4d87,e955046551f8c7dd,Light Heavyweight,KO/TKO,Knockout or Technical Knockout,1,2:25,145,145,8a65fd9ba31fd3f7
9c207acb12c17a67,a474aade8eb3a8f0,8677e67a75d65b8e,e955046551f8c7dd,Bantamweight,U-DEC,Unanimous Decision,3,5:00,300,900,a474aade8eb3a8f0
828de4f5585c908c,3be16d817b36098b,296a120cb880477b,e955046551f8c7dd,Flyweight,KO/TKO,Knockout or Technical Knockout,1,2:36,156,156,3be16d817b36098b
baee9b2491c986e2,d683f4870742b273,c940b42df95bbd28,e955046551f8c7dd,Women's Strawweight,KO/TKO,Knockout or Technical Knockout,3,0:46,46,646,d683f4870742b273
5dab54e34c2cfe01,798e48f9e7f6ba22,17cb6d8e8187f304,e955046551f8c7dd,Flyweight,S-DEC,Split Decision,3,5:00,300,900,798e48f9e7f6ba22
38f1c83c19e99fa2,bb2c3c3a466224af,88be62d6c1e6dadb,e955046551f8c7dd,Flyweight,U-DEC,Unanimous Decision,3,5:00,300,900,bb2c3c3a466224af
f5f28a8b472b8012,86bace9e4ad85542,32feae6d9a1e5047,e955046551f8c7dd,Bantamweight,KO/TKO,Knockout or Technical Knockout,3,1:28,88,688,86bace9e4ad85542
86a2f07e0bf20297,37f560436d745c18,8c1ca54b5089d199,e955046551f8c7dd,Lightweight,U-DEC,Unanimous Decision,3,5:00,300,900,37f560436d745c18
b35e47f2f58ef026,07f72a2a7591b409,d28dee5c705991df,daff32bc96d1eabf,Heavyweight,KO/TKO,Knockout or Technical Knockout,3,4:29,269,869,07f72a2a7591b409
4f4189009a190e35,07225ba28ae309b6,4b93a88f3b1de35b,daff32bc96d1eabf,Lightweight,U-DEC,Unanimous Decision,5,5:00,300,1500,07225ba28ae309b6
cfd3e62c638fbd1f,35673bf5204524ee,eabf206b162b3b83,daff32bc96d1eabf,Middleweight,U-DEC,Unanimous Decision,3,5:00,300,900,35673bf5204524ee
8545a2495db16538,36541f1e6c5d4955,9d62c2d8ee151f08,daff32bc96d1eabf,Women's Flyweight,U-DEC,Unanimous Decision,3,5:00,300,900,36541f1e6c5d4955
55eebc2ee92bf00a,9c393e836a852f30,93b2b7caa457cbea,daff32bc96d1eabf,Catch Weight,U-DEC,Unanimous Decision,3,5:00,300,900,9c393e836a852f30
2a930e2d7e1f87a9,c0ac37a4a1133da9,f2477cf43c4975cc,daff32bc96d1eabf,Bantamweight,U-DEC,Unanimous Decision,3,5:00,300,900,c0ac37a4a1133da9
35c8223cc967fe0a,d1941565abf50b16,29af297d9f1de0f8,daff32bc96d1eabf,Lightweight,SUB,Submission,1,2:44,164,164,d1941565abf50b16
c565e2baa27cc7e5,ffe9703408fb5964,15ea371202eb25e1,daff32bc96d1eabf,Lightweight,U-DEC,Unanimous Decision,3,5:00,300,900,ffe9703408fb5964
6c1faa6284428e5d,c9cf753cfdf77fc2,25f9a5f3e8a52618,daff32bc96d1eabf,Heavyweight,KO/TKO,Knockout or Technical Knockout,2,5:00,300,600,c9cf753cfdf77fc2
00414fc5519233b4,3d074044a33825e7,9e50097a89442158,daff32bc96d1eabf,Welterweight,KO/TKO,Knockout or Technical Knockout,1,2:55,175,175,3d074044a33825e7
9676a4e9362e4bfd,6b56e94a59b7b134,f4d92416da98804b,daff32bc96d1eabf,Welterweight,KO/TKO,Knockout or Technical Knockout,3,0:40,40,640,6b56e94a59b7b134
40e2a7b65794ac05,de594b35c45c2e9a,4798e823ada58fe9,daff32bc96d1eabf,Women's Flyweight,U-DEC,Unanimous Decision,3,5:00,300,900,de594b35c45c2e9a
73f451d894a1d4ca,7ee0fd831c0fe7c3,84b3e7d38f2d2ec5,585f9ffdb0cd0466,Welterweight,KO/TKO,Knockout or Technical Knockout,1,4:50,290,290,7ee0fd831c0fe7c3
154138c8fc89c315,d549cefc7c54ab78,6ac9bc2953c47345,585f9ffdb0cd0466,Middleweight,SUB,Submission,3,1:44,104,704,d549cefc7c54ab78
e6685759ed2af90d,96924b0019b3aff1,8173f134396cb971,585f9ffdb0cd0466,Bantamweight,U-DEC,Unanimous Decision,3,5:00,300,900,96924b0019b3aff1
c31d9cac7534d879,38c7f72747f4f712,a3a542074109b347,585f9ffdb0cd0466,Women's Strawweight,U-DEC,Unanimous Decision,3,5:00,300,900,38c7f72747f4f712
ea6427379a83bd01,841695e02c99a521,866fd7b1a6c90e7f,585f9ffdb0cd0466,Middleweight,KO/TKO,Knockout or Technical Knockout,1,2:44,164,164,841695e02c99a521
e62033cb1e79aa81,cffb87059e645bd1,d7c3816669784109,585f9ffdb0cd0466,Women's Strawweight,U-DEC,Unanimous Decision,3,5:00,300,900,cffb87059e645bd1
