fighter_url,fight_url,referee,significant_strikes_landed,significant_strikes_attempted,significant_strike_accuracy,head_strikes_landed,head_strikes_attempted,body_strikes_landed,body_strikes_attempted,leg_strikes_landed,leg_strikes_attempted,distance_strikes_landed,distance_strikes_attempted,clinch_strikes_landed,clinch_strikes_attempted,ground_strikes_landed,ground_strikes_attempted,total_strikes_landed,total_strikes_attempted,takedowns_landed,takedowns_attempted,takedown_accuracy,knockdowns,submission_attempts,reversals,control_time_seconds,significant_strike_accuracy_opponent
9f5e3c20ce40b344,2bfc0212f2cae65b,Lukasz Bosacki,101,181,0.55,63,133,21,30,17,18,93,171,5,6,3,4,156,248,1,2,0.5,0,0,0,135,0.55
f00ac08ab056af5d,8c140756bf43dcc2,Rich Mitchell,68,118,0.57,56,104,11,12,1,2,57,105,11,13,0,0,78,134,0,8,0.0,0,1,0,222,0.57
7f1bf0c255ec8756,8c140756bf43dcc2,Rich Mitchell,62,159,0.38,40,127,20,30,2,2,45,133,17,26,0,0,76,177,3,7,0.42,0,0,0,56,0.38
3329d692aea4dc28,a12d3a6c8aaf87ca,Marc Goddard,55,123,0.44,34,97,10,13,11,13,55,123,0,0,0,0,55,124,0,1,0.0,0,0,0,2,0.44
da7f113b5ea39c43,a12d3a6c8aaf87ca,Marc Goddard,86,179,0.48,44,123,41,54,1,2,86,179,0,0,0,0,86,179,0,4,0.0,0,0,0,0,0.48
f1b2aa7853d1ed6e,d75b3d3c2b209b75,Mike Beltran,41,99,0.41,33,89,8,10,0,0,22,69,2,4,17,26,137,243,4,13,0.3,0,0,0,777,0.41
b9437600497350f3,d75b3d3c2b209b75,Mike Beltran,44,148,0.29,29,130,12,15,3,3,41,144,3,4,0,0,51,156,0,0,,0,0,0,0,0.29
47b63240018d5d86,79dfbbdd14fbbd11,Blake Grice,25,86,0.29,22,75,3,10,0,1,23,83,1,1,1,2,46,118,2,4,0.5,1,0,0,393,0.29
f29a6350c69f4a33,79dfbbdd14fbbd11,Blake Grice,25,74,0.33,14,61,5,6,6,7,25,73,0,1,0,0,52,108,0,2,0.0,0,1,1,108,0.33
4144798612ef96e5,e5bd7e6e2a50a843,Kevin MacDonald,53,136,0.38,37,103,11,23,5,10,50,129,0,0,3,7,58,142,0,1,0.0,1,0,0,15,0.38
5f61780fe5e9b6d0,e5bd7e6e2a50a843,Kevin MacDonald,34,84,0.4,15,52,13,17,6,15,33,82,1,2,0,0,34,84,2,6,0.33,0,0,0,23,0.4
d8c7c61b176e3994,1714950933f88ab9,Mike Beltran,28,94,0.29,23,85,3,7,2,2,22,86,6,7,0,1,45,111,0,7,0.0,0,0,1,46,0.29
b9f28e7045fdfce7,1714950933f88ab9,Mike Beltran,37,85,0.43,31,75,0,3,6,7,33,76,4,9,0,0,43,93,1,11,0.09,0,0,0,146,0.43
841695e02c99a521,08c04f18b0f58d71,Brent McKeehan,25,73,0.34,17,55,3,13,5,5,18,60,0,0,7,13,25,73,0,0,,0,0,0,7,0.34
f14f644d41ade29f,08c04f18b0f58d71,Brent McKeehan,30,67,0.44,18,49,2,8,10,10,29,66,1,1,0,0,30,67,0,0,,0,0,0,1,0.44
a495f599e787614f,ec2034b134ae71cd,Blake Grice,29,86,0.33,17,71,6,8,6,7,29,86,0,0,0,0,34,91,0,0,,0,0,0,0,0.33
46e2011d92463b7e,ec2034b134ae71cd,Blake Grice,34,96,0.35,16,69,9,15,9,12,34,96,0,0,0,0,37,99,1,5,0.2,0,0,0,253,0.35
eabf206b162b3b83,13e2ff8b3a122094,Kevin MacDonald,17,27,0.62,7,16,10,11,0,0,14,23,2,3,1,1,40,52,0,6,0.0,0,0,0,34,0.62
69898645d600abdb,13e2ff8b3a122094,Kevin MacDonald,10,20,0.5,2,11,2,2,6,7,9,17,0,0,1,3,16,27,1,1,1.0,0,0,0,55,0.5
c58f51dedb310998,e861e9cc0118c670,Mike Beltran,72,160,0.45,47,128,25,32,0,0,52,132,20,28,0,0,81,169,0,2,0.0,0,0,0,92,0.45
523fa774700d7d3f,e861e9cc0118c670,Mike Beltran,39,145,0.26,9,95,16,29,14,21,36,140,3,5,0,0,51,158,0,6,0.0,0,0,0,45,0.26
2e45d08b3f2f02c8,f6454f2e508626ec,Brent McKeehan,25,39,0.64,11,23,9,10,5,6,22,36,3,3,0,0,25,39,0,0,,1,0,0,8,0.64
9c27f3217891f3f0,f6454f2e508626ec,Brent McKeehan,6,27,0.22,3,23,1,2,2,2,6,26,0,1,0,0,7,28,0,1,0.0,0,0,0,0,0.22
7f6ed67d3ed3c036,b39b8ff0d7de211a,Kevin MacDonald,9,41,0.21,6,34,1,4,2,3,8,37,0,1,1,3,12,47,2,4,0.5,0,0,0,102,0.21
88be62d6c1e6dadb,b39b8ff0d7de211a,Kevin MacDonald,30,79,0.37,18,42,7,28,5,9,24,71,3,5,3,3,52,107,0,0,,1,0,0,13,0.37
5987b2458f4b5290,59c4fdb3c0673066,Blake Grice,34,74,0.45,22,62,4,4,8,8,28,62,4,6,2,6,50,94,3,10,0.3,0,0,0,553,0.45
5c84f673b7bb7c15,59c4fdb3c0673066,Blake Grice,29,99,0.29,23,89,5,9,1,1,25,94,4,5,0,0,33,104,0,0,,0,0,0,2,0.29
8e382b585a92affe,2ae7404681deb3b3,Brent McKeehan,85,166,0.51,73,149,9,12,3,5,71,146,14,19,0,1,103,187,0,0,,1,0,0,10,0.51
1497e735d9f2560a,2ae7404681deb3b3,Brent McKeehan,65,106,0.61,32,69,13,16,20,21,47,84,10,12,8,10,130,180,3,7,0.42,1,0,0,373,0.61
5c637af9472ae7cc,ab325ea526824723,Nate Mann,101,167,0.6,64,123,24,31,13,13,90,153,8,11,3,3,115,183,2,3,0.66,0,0,0,154,0.6
2c483cf443f38ece,ab325ea526824723,Nate Mann,36,119,0.3,15,87,17,26,4,6,30,107,6,12,0,0,44,131,0,5,0.0,0,0,0,67,0.3
c03520b5c88ed6b4,e61d83e4e1f9c4d7,Jason Herzog,52,115,0.45,33,92,13,14,6,9,29,86,8,10,15,19,141,215,5,12,0.41,0,1,0,389,0.45
b50a426a33da0012,e61d83e4e1f9c4d7,Jason Herzog,31,57,0.54,14,35,15,19,2,3,30,56,1,1,0,0,38,65,0,0,,0,0,0,0,0.54
3253b16d38ae087d,81b84b34f0357fa5,Vitor Ribeiro,9,30,0.3,8,29,1,1,0,0,5,26,0,0,4,4,15,37,0,1,0.0,0,0,0,0,0.3
1af1170ed937cba7,81b84b34f0357fa5,Vitor Ribeiro,30,54,0.55,17,39,9,10,4,5,15,36,6,7,9,11,59,88,2,3,0.66,0,1,0,365,0.55
8c0580d4fff106c1,e28e829800466aca,Mike Beltran,33,99,0.33,13,69,11,17,9,13,32,98,1,1,0,0,34,100,0,1,0.0,0,0,0,27,0.33
c1085e1701b13eca,e28e829800466aca,Mike Beltran,57,114,0.5,44,99,12,14,1,1,51,104,3,3,3,7,58,115,1,2,0.5,2,0,0,31,0.5
bc711b6dd95c1af6,df5dac45fc585fb0,Keith Peterson,173,302,0.57,96,216,58,66,19,20,172,301,1,1,0,0,173,302,0,0,,0,0,0,0,0.57
2cfba6c837c03ed0,df5dac45fc585fb0,Keith Peterson,122,304,0.4,92,265,14,22,16,17,118,299,4,5,0,0,122,304,0,1,0.0,0,0,0,0,0.4
6d4b63c767106d3a,2129acab2280bd29,Keith Peterson,24,46,0.52,14,32,3,6,7,8,24,46,0,0,0,0,24,46,0,1,0.0,0,0,0,0,0.52
3a46b268013afede,2129acab2280bd29,Keith Peterson,40,74,0.54,25,58,5,6,10,10,26,56,14,18,0,0,44,78,1,1,1.0,0,1,0,13,0.54
294aa73dbf37d281,b6a87389bdc36a00,Vitor Ribeiro,76,149,0.51,37,101,13,19,26,29,73,146,3,3,0,0,77,150,1,6,0.16,0,0,0,9,0.51
17e97649403ba428,b6a87389bdc36a00,Vitor Ribeiro,125,217,0.57,108,196,11,14,6,7,97,177,4,5,24,35,149,241,0,0,,3,0,0,61,0.57
e90a2f22417af68e,01100a90b584215d,Mike Beltran,27,36,0.75,23,32,4,4,0,0,7,10,0,0,20,26,29,38,0,0,,1,0,0,27,0.75
49edd0d90f60fb7d,01100a90b584215d,Mike Beltran,8,22,0.36,3,16,2,2,3,4,8,22,0,0,0,0,8,22,0,0,,0,0,0,0,0.36
e2f6b2769aaedd6c,ac977a0389682124,Mike Beltran,48,119,0.4,39,109,4,5,5,5,45,115,3,4,0,0,53,124,2,6,0.33,0,0,0,145,0.4
fc08099550072fe4,ac977a0389682124,Mike Beltran,110,235,0.46,76,196,16,20,18,19,105,225,5,10,0,0,111,236,0,0,,0,0,0,0,0.46
2558ae2e5671e318,f0488a4486a64af0,Mike Beltran,39,74,0.52,29,63,10,11,0,0,26,57,13,17,0,0,95,134,0,0,,0,0,0,137,0.52
2caf993f53541fa1,f0488a4486a64af0,Mike Beltran,98,128,0.76,67,95,21,23,10,10,27,50,52,57,19,21,151,185,8,14,0.57,0,0,0,574,0.76
6551c64fbcd1a467,d078e9046aa86307,Gasper Oliver,63,176,0.35,31,121,20,37,12,18,55,164,8,12,0,0,65,178,0,4,0.0,0,0,0,3,0.35
2997e7fe3c9d3d4a,d078e9046aa86307,Gasper Oliver,143,222,0.64,75,148,28,31,40,43,127,206,13,13,3,3,147,226,0,0,,1,0,0,16,0.64
57186c150c645200,9f4a0de31375ba04,Keith Peterson,2,4,0.5,2,4,0,0,0,0,2,4,0,0,0,0,2,4,0,0,,0,0,0,0,0.5
a44020ea2e8cd026,9f4a0de31375ba04,Keith Peterson,6,8,0.75,4,6,0,0,2,2,5,7,0,0,1,1,6,8,0,0,,1,0,0,0,0.75
17734443a833cdf7,2e4064e0e6d4d92e,Gasper Oliver,79,124,0.63,54,98,18,19,7,7,51,82,15,22,13,20,89,135,8,23,0.34,0,0,0,455,0.63
c739c2995a275314,2e4064e0e6d4d92e,Gasper Oliver,41,78,0.52,31,64,7,11,3,3,22,54,14,17,5,7,65,106,0,6,0.0,0,0,1,128,0.52
e2be0c1a9b886d92,0e8599eca8ccfa32,Jason Herzog,110,165,0.66,63,108,16,18,31,39,94,146,10,10,6,9,115,170,0,0,,1,0,0,38,0.66
001eb2ab0f30e7ea,0e8599eca8ccfa32,Jason Herzog,58,114,0.5,48,102,7,9,3,3,54,106,2,6,2,2,64,120,2,11,0.18,0,0,0,279,0.5
72db2a14ffa73ece,212527d462690304,Herb Dean,65,110,0.59,53,98,7,7,5,5,38,73,3,4,24,33,142,224,6,11,0.54,0,0,0,525,0.59
5b86d491d63890c5,212527d462690304,Herb Dean,24,74,0.32,10,49,13,23,1,2,23,73,1,1,0,0,85,145,0,0,,0,0,0,23,0.32
fa07345cc9db5cc9,305d8c85b35a7d4e,Chris Tognoni,1,3,0.33,0,1,1,2,0,0,0,2,1,1,0,0,2,4,0,1,0.0,0,0,0,59,0.33
3d074044a33825e7,305d8c85b35a7d4e,Chris Tognoni,1,1,1.0,0,0,1,1,0,0,0,0,1,1,0,0,9,10,2,3,0.66,0,1,0,102,1.0
e4277e87a789d687,7aaa810540132a4b,Mike Beltran,17,29,0.58,16,28,0,0,1,1,11,21,6,8,0,0,17,30,0,0,,1,0,0,30,0.58
0abcf6bc47191219,7aaa810540132a4b,Mike Beltran,3,9,0.33,1,4,1,2,1,3,2,7,1,2,0,0,5,12,0,0,,0,0,0,0,0.33
b9706f80d005036c,106918bfbe24335d,Mark Smith,28,64,0.43,25,60,3,3,0,1,15,47,5,6,8,11,106,174,0,1,0.0,0,0,0,606,0.43
9cdd2da1a9104a0b,106918bfbe24335d,Mark Smith,22,43,0.51,8,25,6,9,8,9,20,39,2,4,0,0,52,77,0,4,0.0,0,0,0,33,0.51
23dec7c47cb418f8,ad68450307a21ab1,Herb Dean,50,108,0.46,21,72,20,23,9,13,43,98,7,10,0,0,73,135,2,3,0.66,0,0,0,79,0.46
866fd7b1a6c90e7f,ad68450307a21ab1,Herb Dean,35,65,0.53,22,50,8,10,5,5,22,50,6,6,7,9,73,109,4,13,0.3,0,1,1,330,0.53
65adf3856c4d9256,baa2ee0bf7f97079,Chris Tognoni,14,30,0.46,7,20,7,9,0,1,6,20,6,8,2,2,40,63,4,7,0.57,0,1,0,380,0.46
253076a23d03dcd0,baa2ee0bf7f97079,Chris Tognoni,12,24,0.5,3,12,4,4,5,8,9,19,1,1,2,4,30,58,1,6,0.16,0,1,2,423,0.5
a7151778b3381036,2521fed000747f47,Mike Beltran,0,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,7,9,0,0,,0,0,0,0,0.0
ac026518a9b4dc0f,2521fed000747f47,Mike Beltran,1,1,1.0,1,1,0,0,0,0,1,1,0,0,0,0,2,3,3,4,0.75,0,1,0,87,1.0
4bdedbdeedff7d1d,ae89ba793121fe0c,Herb Dean,136,303,0.44,92,243,36,48,8,12,135,300,1,3,0,0,136,303,0,0,,0,0,0,0,0.44
01c9e4013afce141,ae89ba793121fe0c,Herb Dean,118,309,0.38,92,270,19,29,7,10,117,305,1,4,0,0,118,309,0,0,,0,0,0,0,0.38
02bb48869eb7ac8f,73240bea13ed5e71,Chris Tognoni,78,225,0.34,67,210,6,10,5,5,75,217,3,8,0,0,79,227,1,6,0.16,0,0,0,30,0.34
87f8699fdcc2c404,73240bea13ed5e71,Chris Tognoni,154,352,0.43,115,300,28,39,11,13,150,344,4,7,0,1,159,359,1,1,1.0,0,0,1,32,0.43
23024fdfc966410a,a81ad236a2f221f2,Herb Dean,5,18,0.27,4,13,0,3,1,2,5,18,0,0,0,0,5,18,1,2,0.5,0,0,0,30,0.27
c32aeb1a59e6272d,a81ad236a2f221f2,Herb Dean,33,56,0.58,31,52,0,0,2,4,25,44,2,3,6,9,35,58,0,0,,2,0,0,10,0.58
94426bb170c88115,dcb27eef6441268c,Kerry Hatley,36,86,0.41,9,44,9,19,18,23,35,84,1,2,0,0,60,115,1,3,0.33,0,0,0,122,0.41
480779d7f9a424d3,dcb27eef6441268c,Kerry Hatley,40,83,0.48,22,56,10,18,8,9,35,77,5,6,0,0,71,114,0,0,,0,0,0,117,0.48
71505842fb6455c3,b3044bf646306e7f,Chris Tognoni,21,37,0.56,5,19,4,6,12,12,19,34,1,2,1,1,41,62,2,5,0.4,0,2,0,311,0.56
49d2a08964c5eb11,b3044bf646306e7f,Chris Tognoni,35,68,0.51,24,53,8,11,3,4,24,52,1,1,10,15,53,94,1,2,0.5,0,0,2,201,0.51
902ec2cc48c8ae8a,fe2acfdaaaec3dba,Herb Dean,69,173,0.39,42,140,18,24,9,9,55,150,13,21,1,2,85,202,3,10,0.3,0,0,0,214,0.39
20bccc9bb4ceb23e,fe2acfdaaaec3dba,Herb Dean,102,204,0.5,67,160,16,22,19,22,99,196,3,7,0,1,128,236,2,3,0.66,0,1,0,23,0.5
5eb50529a8418b77,a9a6cca4bbf7a5db,Jason Herzog,12,27,0.44,4,16,3,4,5,7,10,25,1,1,1,1,36,57,0,0,,0,1,0,132,0.44
72f890c5d421e705,a9a6cca4bbf7a5db,Jason Herzog,13,27,0.48,6,16,4,6,3,5,12,24,0,1,1,2,33,48,2,3,0.66,0,1,0,150,0.48
7026eca45f65377b,8ba31cf0b3164b72,Kerry Hatley,7,13,0.53,5,10,0,0,2,3,5,11,0,0,2,2,21,36,1,1,1.0,1,0,0,156,0.53
d945aae53e3e54e6,8ba31cf0b3164b72,Kerry Hatley,5,9,0.55,3,6,0,1,2,2,5,9,0,0,0,0,11,16,0,0,,0,0,0,0,0.55
70380ccdc81915b8,d6e2bc6e6c0cc4fe,Chris Tognoni,9,12,0.75,4,6,1,1,4,5,6,8,0,0,3,4,28,34,1,1,1.0,0,1,0,81,0.75
36e78278a77006d4,d6e2bc6e6c0cc4fe,Chris Tognoni,3,10,0.3,0,5,0,1,3,4,3,10,0,0,0,0,3,10,0,0,,0,0,0,0,0.3
5078e1dacf9d25f4,f75fe8b384b0db11,Herb Dean,15,19,0.78,11,15,2,2,2,2,12,16,1,1,2,2,50,57,2,2,1.0,0,1,0,477,0.78
2c5f5749569eef66,f75fe8b384b0db11,Herb Dean,6,34,0.17,3,27,1,5,2,2,6,34,0,0,0,0,7,35,0,1,0.0,0,0,0,0,0.17
ac7c765882f2c68c,66887532be2de5ee,Jason Herzog,11,21,0.52,5,15,4,4,2,2,10,20,1,1,0,0,35,47,0,0,,0,0,0,0,0.52
cffb87059e645bd1,66887532be2de5ee,Jason Herzog,28,42,0.66,18,29,5,8,5,5,11,20,9,10,8,12,69,86,3,3,1.0,1,0,0,254,0.66
b671bdf981ad527d,18a7dc86279066f8,Kerry Hatley,14,22,0.63,5,13,6,6,3,3,11,19,3,3,0,0,17,27,1,1,1.0,0,1,0,33,0.63
798e48f9e7f6ba22,18a7dc86279066f8,Kerry Hatley,4,17,0.23,2,15,0,0,2,2,4,17,0,0,0,0,4,17,0,0,,0,0,0,0,0.23
31ef8b67e13495b3,afdd95ae7b7cdb0c,Chris Tognoni,63,127,0.49,34,82,10,17,19,28,56,109,7,18,0,0,78,149,0,2,0.0,0,0,0,44,0.49
a3a542074109b347,afdd95ae7b7cdb0c,Chris Tognoni,40,110,0.36,23,85,5,9,12,16,33,95,7,15,0,0,46,118,5,10,0.5,0,0,0,102,0.36
b1b0729d27936f2f,b873c116e39c9920,Jason Herzog,132,318,0.41,119,297,11,18,2,3,116,295,14,21,2,2,155,349,3,9,0.33,0,0,0,201,0.41
6b453bc35a823c3f,b873c116e39c9920,Jason Herzog,178,342,0.52,113,254,47,65,18,23,167,326,11,16,0,0,200,364,0,3,0.0,0,0,0,40,0.52
132deb59abae64b1,9e9d1764a015f313,Marc Goddard,72,149,0.48,48,118,7,12,17,19,62,126,7,18,3,5,173,251,2,9,0.22,1,0,0,112,0.48
34ff304266360297,9e9d1764a015f313,Marc Goddard,71,160,0.44,29,113,35,37,7,10,40,124,29,33,2,3,150,239,1,12,0.08,0,0,0,427,0.44
d0f3959b4a9747e6,891b2faf1bff38ee,Dan Miragliotta,68,167,0.4,48,135,13,25,7,7,67,166,0,0,1,1,71,170,0,1,0.0,1,0,0,2,0.4
24656ef4d605c96f,891b2faf1bff38ee,Dan Miragliotta,99,199,0.49,79,167,14,22,6,10,66,151,8,11,25,37,109,209,0,0,,0,0,0,158,0.49
e8b731feff72294b,0f53eb509d0ffeb9,Erick Philippeaux,45,139,0.32,28,101,5,15,12,23,43,136,2,3,0,0,54,149,0,2,0.0,0,0,0,40,0.32
262d32ebda89efc4,0f53eb509d0ffeb9,Erick Philippeaux,65,164,0.39,42,137,9,11,14,16,64,162,1,2,0,0,74,173,0,0,,0,0,0,15,0.39
c2299ec916bc7c56,c7190cd03e53fb61,Luc Lefebvre,54,70,0.77,36,51,11,12,7,7,24,33,22,24,8,13,77,103,3,5,0.6,0,2,0,332,0.77
873626e5547b5235,c7190cd03e53fb61,Luc Lefebvre,12,27,0.44,11,26,1,1,0,0,10,24,2,3,0,0,14,29,0,1,0.0,0,0,0,7,0.44
dd6103dd7127db1d,2521234a4bf7c615,Marc Goddard,36,61,0.59,21,42,5,9,10,10,28,51,2,3,6,7,36,61,0,0,,1,0,0,5,0.59
feedf3053472fe56,2521234a4bf7c615,Marc Goddard,10,33,0.3,9,31,0,0,1,2,9,31,1,2,0,0,10,33,0,0,,0,0,0,0,0.3
6a1901c62ab3870f,4db2d86ebe8c8abd,Jason Herzog,4,8,0.5,0,3,0,0,4,5,4,8,0,0,0,0,4,8,0,0,,0,0,0,0,0.5
a9e260472d321361,4db2d86ebe8c8abd,Jason Herzog,11,18,0.61,9,16,1,1,1,1,8,15,0,0,3,3,27,37,1,2,0.5,0,1,0,72,0.61
476fe566d2df676e,c812457a810dde39,Dan Miragliotta,44,92,0.47,37,85,3,3,4,4,42,90,2,2,0,0,52,100,0,0,,0,0,0,86,0.47
cd13728ae1151f46,c812457a810dde39,Dan Miragliotta,58,130,0.44,18,74,16,19,24,37,47,117,11,13,0,0,121,194,0,4,0.0,0,0,0,141,0.44
b4b496ec2197ee3e,99aa1f28e22bb6dd,Erick Philippeaux,110,225,0.48,54,147,26,40,30,38,84,181,3,4,23,40,124,243,3,5,0.6,1,0,0,181,0.48
64ad3e3b0efa30bb,99aa1f28e22bb6dd,Erick Philippeaux,36,100,0.36,28,90,7,9,1,1,36,100,0,0,0,0,63,129,0,3,0.0,0,0,0,101,0.36
8e9eb3fc86db0f7d,6ecfa439ef900bcc,Luc Lefebvre,14,24,0.58,11,19,3,4,0,1,4,10,7,10,3,4,14,24,0,0,,1,0,0,18,0.58
12ebd7d157e91701,6ecfa439ef900bcc,Luc Lefebvre,6,12,0.5,4,10,2,2,0,0,1,6,5,5,0,1,6,12,0,1,0.0,0,0,0,0,0.5
b67d6bacc68d4c92,0e0a4282cd6c86d7,Marc Goddard,90,184,0.48,59,136,18,30,13,18,82,174,1,2,7,8,119,213,6,18,0.33,0,0,0,366,0.48
d008d785f6347dc2,0e0a4282cd6c86d7,Marc Goddard,68,150,0.45,40,112,16,24,12,14,65,145,3,4,0,1,107,190,0,0,,0,0,0,0,0.45
7b433309b0fd12aa,c20bd12ae7f04eff,Jason Herzog,1,4,0.25,1,3,0,0,0,1,1,4,0,0,0,0,1,4,0,0,,0,0,0,0,0.25
a4dc0f2b95df4cc1,c20bd12ae7f04eff,Jason Herzog,8,11,0.72,7,10,1,1,0,0,6,9,0,0,2,2,8,11,0,0,,1,0,0,2,0.72
65f09bacd3957381,9b3bade95e1dd484,Dan Miragliotta,54,87,0.62,33,65,2,2,19,20,24,43,0,0,30,44,92,149,2,2,1.0,0,0,1,307,0.62
aa72b0f831d0bfe5,9b3bade95e1dd484,Dan Miragliotta,6,9,0.66,4,6,0,0,2,3,4,7,2,2,0,0,8,11,2,5,0.4,0,0,1,31,0.66
d549cefc7c54ab78,380242601a2c5991,Mike Beltran,22,32,0.68,9,18,13,14,0,0,7,15,15,17,0,0,91,104,0,3,0.0,1,0,0,129,0.68
35673bf5204524ee,380242601a2c5991,Mike Beltran,8,21,0.38,2,13,4,5,2,3,3,14,5,7,0,0,24,40,1,1,1.0,0,0,0,144,0.38
6d1bffff14897645,191ee545160a4e09,Kevin MacDonald,49,111,0.44,31,83,6,16,12,12,49,111,0,0,0,0,50,115,1,8,0.12,0,0,0,44,0.44
8a1f3b5c526cd6e6,191ee545160a4e09,Kevin MacDonald,66,166,0.39,39,131,20,25,7,10,64,164,1,1,1,1,70,170,0,0,,1,0,0,8,0.39
cc1a8b4b38b92c6d,5ce29056e0cd2df9,Gary Copeland,30,66,0.45,25,58,1,3,4,5,27,62,3,4,0,0,67,106,2,8,0.25,0,1,0,217,0.45
850266b3dc4e506e,5ce29056e0cd2df9,Gary Copeland,17,32,0.53,5,18,5,7,7,7,13,27,3,4,1,1,24,43,3,7,0.42,0,0,0,345,0.53
5c84f673b7bb7c15,6ccd10adc968e1f0,Dan Miragliotta,58,134,0.43,43,114,15,20,0,0,53,124,5,10,0,0,61,137,0,0,,0,0,0,0,0.43
1a2bf44edb8055b6,6ccd10adc968e1f0,Dan Miragliotta,55,132,0.41,30,98,15,22,10,12,49,122,6,10,0,0,66,149,5,12,0.41,0,1,0,252,0.41
18968f97ad34f15c,9039959b41901412,Mike Beltran,42,108,0.38,19,79,7,11,16,18,41,105,1,3,0,0,54,126,0,0,,0,0,0,11,0.38
f6ad6a1e4d600e0d,9039959b41901412,Mike Beltran,81,231,0.35,50,188,19,28,12,15,74,220,5,7,2,4,104,261,8,12,0.66,0,0,0,363,0.35
3143bf892608139a,2707dc2245335cc1,Kevin MacDonald,66,117,0.56,37,87,15,16,14,14,47,96,19,21,0,0,87,143,0,1,0.0,0,0,0,46,0.56
b96619b3acd7d9da,2707dc2245335cc1,Kevin MacDonald,40,115,0.34,25,88,8,17,7,10,29,100,8,10,3,5,108,204,1,7,0.14,0,0,0,305,0.34
d5bab53a1a603aac,77ed474dfc5359ea,Gary Copeland,13,25,0.52,6,15,7,10,0,0,6,17,7,8,0,0,15,27,0,4,0.0,0,0,0,13,0.52
3bc3f60b21cddc6a,77ed474dfc5359ea,Gary Copeland,23,46,0.5,21,42,2,4,0,0,17,31,5,11,1,4,39,66,0,1,0.0,2,0,0,64,0.5
cd2c4d30c6e13b47,6e26a6293ea6ba62,Bruce Allen,4,17,0.23,3,14,1,3,0,0,4,17,0,0,0,0,7,20,0,0,,0,1,0,0,0.23
38c7f72747f4f712,6e26a6293ea6ba62,Bruce Allen,16,41,0.39,12,32,2,6,2,3,6,20,0,0,10,21,73,120,2,3,0.66,0,0,0,321,0.39
96924b0019b3aff1,97b32ff27fd457a8,Tyrone Roberts,5,20,0.25,1,11,1,2,3,7,5,20,0,0,0,0,8,23,0,0,,0,0,0,0,0.25
32feae6d9a1e5047,97b32ff27fd457a8,Tyrone Roberts,10,14,0.71,9,13,1,1,0,0,10,14,0,0,0,0,33,38,4,7,0.57,0,1,0,346,0.71
764d39074a352e33,c445401709421fa4,Bruce Allen,28,51,0.54,28,51,0,0,0,0,1,5,1,1,26,45,105,166,9,9,1.0,0,1,0,829,0.54
1a9480fc288e55d7,c445401709421fa4,Bruce Allen,3,11,0.27,1,8,2,3,0,0,3,11,0,0,0,0,13,23,0,0,,0,0,0,0,0.27
aa0c573da7119292,469f887278324e63,Tyrone Roberts,22,55,0.4,11,41,8,11,3,3,16,46,1,3,5,6,54,101,3,9,0.33,0,0,0,490,0.4
38c5817ade8a8014,469f887278324e63,Tyrone Roberts,25,53,0.47,8,33,9,12,8,8,25,53,0,0,0,0,57,87,1,5,0.2,0,0,0,167,0.47
442c9011034ae1fd,633f4b5ec767769d,Dan Miragliotta,126,242,0.52,86,185,17,28,23,29,120,231,2,6,4,5,141,259,4,19,0.21,0,0,0,189,0.52
7ee0fd831c0fe7c3,633f4b5ec767769d,Dan Miragliotta,63,129,0.48,38,97,16,21,9,11,50,114,1,2,12,13,64,132,0,0,,0,0,0,106,0.48
d4c9dcd330403612,a526a72ade275f46,Jason Herzog,10,21,0.47,8,18,2,3,0,0,10,21,0,0,0,0,11,22,0,1,0.0,0,0,0,16,0.47
8a65fd9ba31fd3f7,a526a72ade275f46,Jason Herzog,63,81,0.77,42,58,6,8,15,15,35,46,3,4,25,31,76,97,0,0,,0,0,0,88,0.77
9560ff14eb3129f7,4072abf0b0c179f2,Keith Peterson,43,91,0.47,23,66,8,11,12,14,40,88,2,2,1,1,71,127,0,0,,0,0,0,0,0.47
ffe9703408fb5964,4072abf0b0c179f2,Keith Peterson,49,87,0.56,29,55,1,6,19,26,38,75,1,1,10,11,72,127,3,3,1.0,0,0,0,375,0.56
595db60957de51d3,9bbd45774fb4a6eb,Nick Berens,73,168,0.43,27,90,27,50,19,28,72,166,1,2,0,0,74,169,0,0,,0,0,0,24,0.43
36b8f265bcd1b7a4,9bbd45774fb4a6eb,Nick Berens,78,134,0.58,53,99,19,29,6,6,72,128,3,3,3,3,83,140,1,4,0.25,0,0,0,61,0.58
c6aee362c7a7d482,fbf83609dc96f32e,Keith Peterson,54,114,0.47,45,103,5,7,4,4,54,114,0,0,0,0,58,118,0,0,,1,0,0,3,0.47
9d19d9e4aa2662e8,fbf83609dc96f32e,Keith Peterson,26,74,0.35,12,52,1,3,13,19,25,72,0,0,1,2,40,90,0,0,,1,0,0,82,0.35
b07aed698fba8624,62fbdd4f0bcd3c2a,Jason Herzog,44,68,0.64,26,46,10,13,8,9,25,44,1,1,18,23,55,80,0,0,,1,0,0,32,0.64
886264a0c9f4ea5e,62fbdd4f0bcd3c2a,Jason Herzog,16,36,0.44,6,23,6,9,4,4,16,36,0,0,0,0,16,36,0,1,0.0,0,0,0,0,0.44
67c1d46f4ed16f9e,d8d22dcc1f6912e7,Dan Miragliotta,35,61,0.57,33,58,1,1,1,2,12,34,4,4,19,23,88,117,0,0,,0,3,1,233,0.57
